UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,LOCALIDAD,CONSUMO_KW,POTENCIA_CONTRATADA,MONTO_SOLES,Latitud,Longitud
150201,LIMA,BARRANCA,BARRANCA,PAMPA EL ANGEL,41.0,1.0,62.4,-10.7413,-77.7489
150201,LIMA,BARRANCA,BARRANCA,PAMPA EL ANGEL,33.0,1.0,58.2,-10.7413,-77.7489
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,54.0,1.0,94.2,-10.7413,-77.7489
150201,LIMA,BARRANCA,BARRANCA,PAMPA EL ANGEL,3.0,1.0,7.3,-10.7413,-77.7489
150201,LIMA,BARRANCA,BARRANCA,LAS CASUARINAS,36.0,1.0,58.2,-10.7430,-77.7450
150201,LIMA,BARRANCA,BARRANCA,LAS CASUARINAS,125.0,1.0,123.0,-10.7430,-77.7450
150201,LIMA,BARRANCA,BARRANCA,VINTO BAJO,12.0,1.0,10.9,-10.7319,-77.7494
150201,LIMA,BARRANCA,BARRANCA,VINTO BAJO,44.0,1.0,39.1,-10.7319,-77.7494
150201,LIMA,BARRANCA,BARRANCA,VINTO BAJO,184.0,1.0,219.7,-10.7319,-77.7494
150201,LIMA,BARRANCA,BARRANCA,VINTO BAJO,258.0,1.0,292.5,-10.7319,-77.7494
150201,LIMA,BARRANCA,BARRANCA,VINTO BAJO,61.0,1.0,55.4,-10.7319,-77.7494
150201,LIMA,BARRANCA,BARRANCA,VINTO ALTO,20.0,1.0,14.0,-10.7271,-77.7453
150201,LIMA,BARRANCA,BARRANCA,VINTO ALTO,79.0,1.0,72.5,-10.7271,-77.7453
150201,LIMA,BARRANCA,BARRANCA,VINTO ALTO,20.0,1.0,42.1,-10.7271,-77.7453
150201,LIMA,BARRANCA,BARRANCA,VISTA ALEGRE,25.0,1.0,15.8,-10.7250,-77.7405
150201,LIMA,BARRANCA,BARRANCA,VISTA ALEGRE,32.0,1.0,27.8,-10.7250,-77.7405
150201,LIMA,BARRANCA,BARRANCA,PAMPA SAN ALEJO,0.0,1.0,6.2,-10.7170,-77.7539
150201,LIMA,BARRANCA,BARRANCA,PAMPA SAN ALEJO,0.0,1.0,5.6,-10.7170,-77.7539
150904,LIMA,OYON,COCHAMARCA,COLCAPAMPA,17.0,1.0,8.7,-10.3650,-77.8762
150904,LIMA,OYON,COCHAMARCA,COLCAPAMPA,4.0,1.0,6.6,-10.3650,-77.8762
150904,LIMA,OYON,COCHAMARCA,COLCAPAMPA,86.0,5.0,212.9,-10.3650,-77.8762
150904,LIMA,OYON,COCHAMARCA,GARAPE,0.0,1.0,12.5,-10.3355,-77.8754
150904,LIMA,OYON,COCHAMARCA,GARAPE,15.0,1.0,9.2,-10.3355,-77.8754
150904,LIMA,OYON,COCHAMARCA,GARAPE,0.0,1.0,12.5,-10.3355,-77.8754
150904,LIMA,OYON,COCHAMARCA,QUISCA,88.0,5.0,218.3,-10.3650,-77.8762
150904,LIMA,OYON,COCHAMARCA,QUISCA,5.0,1.0,7.2,-10.3650,-77.8762
150904,LIMA,OYON,COCHAMARCA,NECNE,26.0,1.0,23.0,-10.3350,-77.8750
150904,LIMA,OYON,COCHAMARCA,SAN MARTIN DE MANI,0.0,1.0,6.2,-10.3150,-77.8650
150903,LIMA,OYON,CAUJUL,CAUJUL,0.0,1.0,6.3,-10.3150,-77.8650
150903,LIMA,OYON,CAUJUL,CAUJUL,6.0,1.0,6.2,-10.3150,-77.8650
150903,LIMA,OYON,CAUJUL,CAUJUL,0.0,1.0,6.2,-10.3150,-77.8650
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,12.0,1.0,10.0,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,8.0,1.0,7.8,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,6.0,1.0,7.4,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,4.0,1.0,7.0,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,25.0,1.0,11.7,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,18.0,5.0,50.8,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,34.0,1.0,95.4,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,0.0,1.0,6.2,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,0.0,1.0,6.2,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,252.0,1.0,276.2,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,0.0,1.0,38.4,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,FLORIDA,5.0,1.0,7.2,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,FLORIDA,24.0,1.0,12.6,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,ASTOBAMBA,11.0,1.0,8.5,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,ASTOBAMBA,36.0,1.0,46.7,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,ASTOBAMBA,44.0,1.0,33.8,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,17.0,1.0,9.7,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,11.0,1.0,8.5,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,14.0,1.0,9.9,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,19.0,1.0,10.3,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,4.0,1.0,7.0,-10.3400,-77.5450
150301,LIMA,CAJATAMBO,CAJATAMBO,UTCAS,32.0,1.0,22.5,-10.3400,-77.5450
150302,LIMA,CAJATAMBO,COPA,COPA,25.0,1.0,11.6,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,2.0,1.0,6.6,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,2.0,1.0,6.6,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,0.0,1.0,6.2,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,27.0,1.0,12.0,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,16.0,1.0,9.5,-10.3380,-77.5360
150302,LIMA,CAJATAMBO,COPA,COPA,0.0,1.0,6.2,-10.3380,-77.5360
20512,ANCASH,BOLOGNESI,MANGAS,MANGAS,0.0,1.0,6.3,-9.6673,-77.2230
20512,ANCASH,BOLOGNESI,MANGAS,MANGAS,23.0,1.0,11.0,-9.6673,-77.2230
20512,ANCASH,BOLOGNESI,MANGAS,MANGAS,0.0,1.0,6.2,-9.6673,-77.2230
20512,ANCASH,BOLOGNESI,MANGAS,MANGAS,0.0,1.0,6.2,-9.6673,-77.2230
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,52.0,1.0,41.3,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,1.0,1.0,6.4,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,1.0,1.0,6.4,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,1.0,1.0,6.4,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,2.0,1.0,6.6,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,7.0,1.0,7.6,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,0.0,1.0,6.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,0.0,1.0,12.4,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,2.0,1.0,638.1,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,0.0,1.0,6.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,PALPAS,0.0,1.0,6.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,CHUCHUS,0.0,1.0,6.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,54.0,1.0,43.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,15.0,1.0,9.3,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,CAJAMARQUILLA,0.0,1.0,6.2,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,CAJAMARQUILLA,1.0,1.0,6.4,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,LLOCCHI,41.0,1.0,31.0,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,LLOCCHI,41.0,1.0,30.9,-10.2610,-77.5263
150304,LIMA,CAJATAMBO,HUANCAPON,TOTORAPAMPA,47.0,1.0,36.6,-10.2610,-77.5263
150305,LIMA,CAJATAMBO,MANAS,MANAS,8.0,1.0,7.6,-10.2650,-77.5360
150305,LIMA,CAJATAMBO,MANAS,MANAS,0.0,1.0,6.1,-10.5895,-77.8333
150305,LIMA,CAJATAMBO,MANAS,MANAS,30.0,1.0,12.5,-10.5895,-77.8333
150305,LIMA,CAJATAMBO,MANAS,MANAS,0.0,1.0,41.8,-10.5895,-77.8333
150305,LIMA,CAJATAMBO,MANAS,HUACAR,0.0,1.0,6.0,-10.5850,-77.8400
150305,LIMA,CAJATAMBO,MANAS,MARCAHUAIN,13.0,1.0,8.7,-10.5855,-77.8412
150305,LIMA,CAJATAMBO,MANAS,ANTACOCHA,17.0,1.0,9.3,-10.5820,-77.8456
150305,LIMA,CAJATAMBO,MANAS,ANTACOCHA,0.0,1.0,6.1,-10.5820,-77.8456
150305,LIMA,CAJATAMBO,MANAS,QUINLLAN,3.0,1.0,6.8,-10.5795,-77.8465
150305,LIMA,CAJATAMBO,MANAS,PAMPLONA,48.0,1.0,37.5,-10.5785,-77.8500
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,32.0,1.0,22.5,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,9.0,1.0,8.1,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,0.0,1.0,6.2,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,0.0,1.0,6.2,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,70.0,1.0,58.3,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,27.0,1.0,11.9,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,117.0,5.0,886.0,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,76.0,1.0,63.9,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,COCHAS,0.0,1.0,5.3,-10.5720,-77.8600
150303,LIMA,CAJATAMBO,GORGOR,COCHAS,1.0,1.0,6.4,-10.5720,-77.8600
150303,LIMA,CAJATAMBO,GORGOR,COCHAS,0.0,1.0,5.8,-10.5720,-77.8600
150303,LIMA,CAJATAMBO,GORGOR,NUNUMIA,36.0,1.0,26.2,-10.5698,-77.8642
150303,LIMA,CAJATAMBO,GORGOR,NUNUMIA,1.0,1.0,12.6,-10.5698,-77.8642
150303,LIMA,CAJATAMBO,GORGOR,NUNUMIA,1.0,1.0,6.4,-10.5698,-77.8642
150303,LIMA,CAJATAMBO,GORGOR,PACA,0.0,1.0,4.7,-10.5690,-77.8650
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,0.0,1.0,6.2,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,VIRUNHUAYRA,63.0,1.0,53.0,-10.5700,-77.8608
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,0.0,1.0,6.1,-10.5742,-77.8567
150303,LIMA,CAJATAMBO,GORGOR,SURO,0.0,1.0,6.2,-10.5700,-77.8630
150303,LIMA,CAJATAMBO,GORGOR,SURO,24.0,1.0,11.3,-10.5700,-77.8630
150303,LIMA,CAJATAMBO,GORGOR,NAMIAHUAIN,0.0,1.0,6.2,-10.5710,-77.8610
150303,LIMA,CAJATAMBO,GORGOR,NAMIAHUAIN,44.0,1.0,33.8,-10.5710,-77.8610
150802,LIMA,HUAURA,AMBAR,AMBAR,8.0,1.0,7.9,-10.4460,-77.6433
150802,LIMA,HUAURA,AMBAR,JALCAN,6.0,1.0,7.4,-10.4465,-77.6440
150802,LIMA,HUAURA,AMBAR,JALCAN,37.0,1.0,59.3,-10.4465,-77.6440
150802,LIMA,HUAURA,AMBAR,SHANQUIJIRCA,15.0,1.0,9.4,-10.4480,-77.6445
150802,LIMA,HUAURA,AMBAR,SHANQUIJIRCA,6.0,1.0,7.3,-10.4485,-77.6450
150802,LIMA,HUAURA,AMBAR,TAULE,55.0,5.0,143.5,-10.4510,-77.6465
150802,LIMA,HUAURA,AMBAR,TAULE,0.0,1.0,32.1,-10.4515,-77.6468
150802,LIMA,HUAURA,AMBAR,CALPA,1.0,1.0,46.6,-10.4520,-77.6470
150802,LIMA,HUAURA,AMBAR,SHEGUIPAMPA (RINCONADA),10.0,1.0,41.1,-10.4525,-77.6480
150802,LIMA,HUAURA,AMBAR,AYNACA,7.0,1.0,7.5,-10.4530,-77.6485
150802,LIMA,HUAURA,AMBAR,ARCATA,1.0,1.0,5.9,-10.4535,-77.6490
20512,ANCASH,BOLOGNESI,MANGAS,CHAMAS,2.0,1.0,6.6,-9.5987,-77.3364
20512,ANCASH,BOLOGNESI,MANGAS,NANIS,11.0,1.0,8.5,-9.5987,-77.3364
150301,LIMA,CAJATAMBO,CAJATAMBO,URAMASA,21.0,1.0,12.0,-10.5745,-77.8325
150301,LIMA,CAJATAMBO,CAJATAMBO,URAMASA,32.0,1.0,24.9,-10.5745,-77.8325
150302,LIMA,CAJATAMBO,COPA,HUAYLLAPA,1.0,1.0,6.4,-10.5770,-77.8355
150302,LIMA,CAJATAMBO,COPA,HUAYLLAPA,4.0,1.0,7.0,-10.5775,-77.8360
150302,LIMA,CAJATAMBO,COPA,HUAYLLAPA,28.0,1.0,12.2,-10.5780,-77.8365
150302,LIMA,CAJATAMBO,COPA,HUAYLLAPA,91.0,1.0,78.0,-10.5790,-77.8370
150802,LIMA,HUAURA,AMBAR,GANTUYOC,2.0,1.0,6.4,-10.4395,-77.6445
150802,LIMA,HUAURA,AMBAR,HUAYAMAJAN,15.0,1.0,9.1,-10.4405,-77.6450
150802,LIMA,HUAURA,AMBAR,HUAYAMAJAN,102.0,1.0,95.1,-10.4410,-77.6455
150806,LIMA,HUAURA,HUAURA,JAIVA,0.0,1.0,12.4,-10.4725,-77.6700
150806,LIMA,HUAURA,HUAURA,MONGUETE,0.0,1.0,6.2,-10.4730,-77.6705
150806,LIMA,HUAURA,HUAURA,PEÑICO,31.0,1.0,35.1,-10.4735,-77.6710
150806,LIMA,HUAURA,HUAURA,PEÑICO,48.0,1.0,78.2,-10.4740,-77.6715
150204,LIMA,BARRANCA,SUPE,LAS MINAS,94.0,1.0,80.9,-9.5975,-77.7840
150204,LIMA,BARRANCA,SUPE,LAS MINAS,73.0,1.0,61.1,-9.5970,-77.7835
150204,LIMA,BARRANCA,SUPE,LAS MINAS,38.0,1.0,28.1,-9.5965,-77.7830
150802,LIMA,HUAURA,AMBAR,PIEDRA BLANCA,33.0,1.0,23.4,-10.4420,-77.6490
150802,LIMA,HUAURA,AMBAR,YACANCA PANHUAY,17.0,1.0,9.5,-10.4430,-77.6495
150802,LIMA,HUAURA,AMBAR,LUCUMAYOG,37.0,1.0,27.2,-10.4440,-77.6500
150802,LIMA,HUAURA,AMBAR,COCHAHUAIN,1.0,1.0,12.6,-10.4445,-77.6505
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,24.0,10.0,64.7,-10.4880,-77.3810
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,3.0,3.0,6.8,-10.4880,-77.3810
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,10.0,3.0,8.3,-10.4690,-77.3690
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,0.0,3.0,6.2,-10.4880,-77.3810
150303,LIMA,CAJATAMBO,GORGOR,RAJANYA,2.0,3.0,6.5,-10.5100,-77.3800
150802,LIMA,HUAURA,AMBAR,AMBAR,34.0,3.0,45.6,-10.4280,-77.7850
150303,LIMA,CAJATAMBO,GORGOR,SURO,0.0,3.0,9.5,-10.5200,-77.3500
150304,LIMA,CAJATAMBO,HUANCAPON,LLOCCHI,15.0,1.0,9.4,-10.4690,-77.3690
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,0.0,5.0,9.5,-10.4880,-77.3810
150302,LIMA,CAJATAMBO,COPA,COPA,0.0,1.0,6.2,-10.4920,-77.3700
150802,LIMA,HUAURA,AMBAR,OLIVAR,57.0,2.0,84.4,-10.4280,-77.7850
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,4.0,3.0,7.1,-10.4880,-77.3810
150802,LIMA,HUAURA,AMBAR,AMBAR,28.0,3.0,12.1,-10.4280,-77.7850
150305,LIMA,CAJATAMBO,MANAS,QUINLLAN,34.0,1.7,24.4,-10.4860,-77.3000
150302,LIMA,CAJATAMBO,COPA,POQUIAN,3.0,2.04,6.8,-10.4920,-77.3700
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,47.0,3.0,66.9,-10.4880,-77.3810
150303,LIMA,CAJATAMBO,GORGOR,NUNUMIA,23.0,2.01,11.1,-10.4950,-77.3890
190102,PASCO,PASCO,HUACHON,POAGMARAY,76.0,3.0,71.5,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,QUIPARACRA,10.0,3.0,12.0,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,12.0,3.0,12.7,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,23.0,3.0,16.9,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,2.0,3.0,8.8,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,13.0,3.0,13.2,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,0.0,1.0,8.0,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,18.0,1.0,15.0,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,16.0,1.0,14.0,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,21.0,1.0,16.2,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,30.0,1.0,19.7,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,HUACHON,28.0,1.0,18.9,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,HUACHON,0.0,1.0,8.0,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,HUACHON,14.0,1.0,21.0,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,HUACHON,17.0,1.0,14.7,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,QUIPARACRA,4.0,1.0,9.4,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,HUACHON,41.0,1.0,70.7,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,HUACHON,22.0,1.0,46.1,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,QUIPARACRA,55.0,1.0,51.5,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,11.0,1.0,12.3,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,12.0,1.0,12.7,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,43.0,1.0,40.1,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,QUIPARACRA,0.0,1.0,8.0,-10.6360,-75.2290
190102,PASCO,PASCO,HUACHON,POAGMARAY,8.0,1.0,11.2,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,POAGMARAY,10.0,1.0,11.9,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,PAMPA INCA,35.0,1.0,32.5,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,CHIPA,5.0,1.0,10.1,-10.6460,-75.2310
190102,PASCO,PASCO,HUACHON,HUACHON,32.0,5.0,104.9,-10.6460,-75.2310
151006,LIMA,YAUYOS,CACRA,CACRA,0.0,1.0,6.2,-12.3500,-75.7780
151024,LIMA,YAUYOS,QUINCHES,HUACTA,5.0,1.0,7.3,-12.3920,-75.7730
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,0.0,1.0,54.0,-12.5147208,-76.2892191
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,0.0,1.0,6.2,-12.5147278,-76.2892180
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,0.0,1.0,6.2,-12.5147258,-76.2592172
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,2.0,1.0,6.5,-12.5147238,-76.2792182
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,0.0,1.0,6.2,-12.5147018,-76.1892381
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,0.0,1.0,6.1,-12.5144208,-76.2892182
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,10.0,1.0,8.2,-12.5147218,-76.2892102
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,19.0,3.0,13.6,-14.5421,-73.6093
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,0.0,3.0,6.2,-14.3748,-73.4705
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,24.0,3.0,15.5,-14.3748,-73.4705
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,VILLA COLCABAMBA,24.0,3.0,15.5,-14.3529,-73.4787
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,36.0,1.0,55.2,-14.5421,-73.6093
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,71.0,1.0,65.2,-14.5421,-73.6093
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,161.0,1.0,197.0,-14.5421,-73.6093
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,45.0,1.0,40.1,-14.5421,-73.6093
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,12.0,1.0,10.8,-14.5421,-73.6093
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,41.0,1.0,36.3,-14.5421,-73.6093
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,33.0,1.0,28.6,-14.3748,-73.4705
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,29.0,1.0,17.4,-14.3748,-73.4705
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,33.0,1.0,28.7,-14.3771,-73.4748
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,47.0,1.0,42.0,-14.3771,-73.4748
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,VILLA COLCABAMBA,3.0,1.0,7.2,-14.3529,-73.4787
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,VILLA COLCABAMBA,15.0,1.0,12.0,-14.3529,-73.4787
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,NAHUAPAMPA,65.0,1.0,59.1,-14.3605,-73.5012
50704,AYACUCHO,PARINACOCHAS,PACAPAUSA,AGUA CALIENTE,44.0,3.0,39.4,-14.6491,-73.7554
50701,AYACUCHO,PARINACOCHAS,CORACORA,CCASACCAHUA,0.0,1.0,6.2,-15.0432,-73.7839
40808,AREQUIPA,LA UNION,SAYLA,YANAYA,5.0,1.0,8.2,-15.2512,-72.7634
40809,AREQUIPA,LA UNION,TAURIA,TASNO (TASNU),0.0,1.0,6.3,-15.1987,-72.8541
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,COCHA BAJA,9.0,1.0,10.8,-14.3114,-75.2384
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,TOTORA,34.0,1.0,29.7,-14.3523,-75.1971
90615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,TINQUE COCHA,7.0,1.0,8.9,-13.8347,-75.1364
90602,HUANCAVELICA,HUAYTARA,AYAVI,MIRAFLORES,11.0,1.0,10.5,-13.7983,-75.1042
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SANTIAGO DE CHOCORVOS,104.0,5.0,302.5,-13.7314,-75.0018
